,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
127,ARTEMISMED,Artemis Medicare Services Limited,EQ,23-JAN-2020,1,1,INE025R01021,1,EQ,81.2,81.7,77.1,77.65,77.4,81.05,284217,22411651.45,15-DEC-2022,2966,INE025R01021
128,ARTNIRMAN,Art Nirman Limited,EQ,18-OCT-2021,10,1,INE738V01013,10,EQ,67.85,67.9,66.3,66.4,66.3,67.25,6295,419351.55,15-DEC-2022,104,INE738V01013
129,ARVEE,Arvee Laboratories (India) Limited,EQ,22-MAR-2021,10,1,INE006Z01016,10,EQ,138.2,138.2,136.0,138.2,138.2,131.65,6286,867179.5,15-DEC-2022,95,INE006Z01016
130,ARVIND,Arvind Limited,EQ,08-FEB-1995,10,1,INE034A01011,10,EQ,97.7,98.9,97.0,97.4,97.6,97.75,519427,50851965.95,15-DEC-2022,4681,INE034A01011
131,ARVINDFASN,Arvind Fashions Limited,EQ,08-MAR-2019,4,1,INE955V01021,4,EQ,331.1,338.45,324.7,326.55,325.0,334.3,122127,40604973.0,15-DEC-2022,5655,INE955V01021
132,ARVSMART,Arvind SmartSpaces Limited,EQ,26-AUG-2015,10,1,INE034S01021,10,EQ,276.05,289.0,275.95,280.75,282.1,276.6,84970,24119588.65,15-DEC-2022,2231,INE034S01021
133,ASAHIINDIA,Asahi India Glass Limited,EQ,18-MAR-1998,1,1,INE439A01020,1,EQ,571.55,579.55,567.0,571.2,572.45,573.9,44982,25724423.45,15-DEC-2022,3266,INE439A01020
134,ASAHISONG,Asahi Songwon Colors Limited,EQ,29-AUG-2011,10,1,INE228I01012,10,EQ,268.95,268.95,262.85,264.2,265.95,267.6,5508,1462064.6,15-DEC-2022,610,INE228I01012
135,ASAL,Automotive Stampings and Assemblies Limited,EQ,12-MAR-2002,10,1,INE900C01027,10,EQ,388.5,389.45,381.6,383.15,383.85,385.95,13000,5001085.35,15-DEC-2022,1161,INE900C01027
136,ASALCBR,Associated Alcohols & Breweries Ltd.,EQ,12-FEB-2020,10,1,INE073G01016,10,EQ,440.0,443.95,438.0,439.2,438.0,439.85,17745,7816179.8,15-DEC-2022,1219,INE073G01016
137,ASHAPURMIN,Ashapura Minechem Limited,EQ,20-SEP-1995,2,1,INE348A01023,2,EQ,86.0,87.65,84.85,85.35,85.7,86.45,95903,8267559.55,15-DEC-2022,1418,INE348A01023
138,ASHIANA,Ashiana Housing Limited,EQ,29-JUN-2011,2,1,INE365D01021,2,EQ,147.15,148.0,140.1,142.75,143.2,146.4,57570,8250214.1,15-DEC-2022,1238,INE365D01021
139,ASHIMASYN,Ashima Limited,EQ,27-JUL-1995,10,1,INE440A01010,10,EQ,16.45,17.2,16.45,16.9,16.8,16.65,332469,5588221.8,15-DEC-2022,831,INE440A01010
140,ASHOKA,Ashoka Buildcon Limited,EQ,14-OCT-2010,5,1,INE442H01029,5,EQ,84.7,85.65,83.15,83.55,83.2,84.95,947446,80246406.2,15-DEC-2022,5280,INE442H01029
141,ASHOKLEY,Ashok Leyland Limited,EQ,25-MAY-1995,1,1,INE208A01029,1,EQ,146.7,146.7,143.4,144.05,143.7,146.75,8469270,1226838846.9,15-DEC-2022,95882,INE208A01029
142,ASIANENE,Asian Energy Services Limited,EQ,09-DEC-2021,10,1,INE276G01015,10,EQ,77.5,79.75,76.3,78.1,77.7,77.35,73153,5729109.55,15-DEC-2022,1434,INE276G01015
143,ASIANHOTNR,Asian Hotels (North) Limited,EQ,07-APR-2010,10,1,INE363A01022,10,EQ,88.1,89.95,87.1,87.85,87.4,88.1,2583,227574.45,15-DEC-2022,123,INE363A01022
144,ASIANPAINT,Asian Paints Limited,EQ,31-MAY-1995,1,1,INE021A01026,1,EQ,3142.0,3161.2,3116.7,3130.6,3122.45,3145.95,799124,2504151134.4,15-DEC-2022,59105,INE021A01026
145,ASIANTILES,Asian Granito India Limited,EQ,23-AUG-2007,10,1,INE022I01019,10,EQ,51.5,52.5,51.1,51.2,51.35,51.45,1031457,53110086.4,15-DEC-2022,2608,INE022I01019
146,ASPINWALL,Aspinwall and Company Limited,EQ,14-JUN-2016,10,1,INE991I01015,10,EQ,243.0,250.9,239.15,241.5,240.0,243.25,3864,941379.65,15-DEC-2022,180,INE991I01015
147,ASTEC,Astec LifeSciences Limited,EQ,25-NOV-2009,10,1,INE563J01010,10,EQ,1820.0,1832.95,1792.05,1798.5,1796.05,1810.3,12737,22980217.15,15-DEC-2022,2567,INE563J01010
148,ASTERDM,Aster DM Healthcare Limited,EQ,26-FEB-2018,10,1,INE914M01019,10,EQ,228.8,231.0,225.15,226.65,226.95,228.1,99710,22736515.1,15-DEC-2022,3177,INE914M01019
149,ASTRAL,Astral Limited,EQ,20-MAR-2007,1,1,INE006I01046,1,EQ,2139.95,2142.2,2076.0,2087.25,2080.0,2135.2,399557,842983561.1,15-DEC-2022,27926,INE006I01046
150,ASTRAMICRO,Astra Microwave Products Limited,EQ,01-NOV-2004,2,1,INE386C01029,2,EQ,307.95,313.0,305.0,306.15,307.3,307.85,205400,63480617.5,15-DEC-2022,4955,INE386C01029
151,ASTRAZEN,AstraZeneca Pharma India Limited,EQ,04-MAY-2001,2,1,INE203A01020,2,EQ,3352.05,3400.0,3344.05,3376.15,3377.0,3388.4,6150,20766428.15,15-DEC-2022,1468,INE203A01020
152,ASTRON,Astron Paper & Board Mill Limited,EQ,29-DEC-2017,10,1,INE646X01014,10,EQ,34.7,34.7,33.7,33.8,33.75,34.5,52884,1798316.1,15-DEC-2022,540,INE646X01014
153,ATFL,Agro Tech Foods Limited,EQ,06-DEC-2002,10,1,INE209A01019,10,EQ,826.25,835.95,818.0,819.6,819.25,822.1,3108,2575771.55,15-DEC-2022,420,INE209A01019
154,ATGL,Adani Total Gas Limited,EQ,05-NOV-2018,1,1,INE399L01023,1,EQ,3520.0,3595.5,3504.05,3550.75,3540.0,3517.85,268903,957134251.75,15-DEC-2022,20296,INE399L01023
155,ATLANTA,Atlanta  Limited,BE,25-SEP-2006,2,1,INE285H01022,2,BE,17.8,17.8,17.8,17.8,17.8,18.15,12769,227288.2,15-DEC-2022,87,INE285H01022
156,ATUL,Atul Limited,EQ,06-MAY-1998,10,1,INE100A01010,10,EQ,8263.1,8282.85,8082.05,8126.55,8130.0,8228.5,34574,282088723.1,15-DEC-2022,6507,INE100A01010
157,ATULAUTO,Atul Auto Limited,EQ,26-JUN-2013,5,1,INE951D01028,5,EQ,293.0,297.7,287.55,288.7,288.95,293.3,114320,33479673.6,15-DEC-2022,4623,INE951D01028
158,AUBANK,AU Small Finance Bank Limited,EQ,10-JUL-2017,10,1,INE949L01017,10,EQ,672.15,676.0,664.1,669.0,668.8,672.15,869684,581872115.2,15-DEC-2022,25552,INE949L01017
159,AURIONPRO,Aurionpro Solutions Limited,EQ,25-OCT-2005,10,1,INE132H01018,10,EQ,387.5,387.5,373.0,375.6,379.85,383.65,28609,10863495.65,15-DEC-2022,1752,INE132H01018
160,AUROPHARMA,Aurobindo Pharma Limited,EQ,19-JUL-2000,1,1,INE406A01037,1,EQ,455.8,458.95,445.55,446.9,446.6,454.5,1610317,724823758.8,15-DEC-2022,31798,INE406A01037
161,AURUM,Aurum PropTech Limited,EQ,19-AUG-2015,5,1,INE898S01029,5,EQ,129.9,129.9,126.5,126.95,126.5,129.95,29030,3716414.2,15-DEC-2022,642,INE898S01029
162,AUSOMENT,Ausom Enterprise Limited,EQ,17-APR-1996,10,1,INE218C01016,10,EQ,73.85,73.85,72.05,72.6,72.4,72.95,1157,84211.3,15-DEC-2022,37,INE218C01016
163,AUTOAXLES,Automotive Axles Limited,EQ,29-MAY-2003,10,1,INE449A01011,10,EQ,1940.0,1997.0,1940.0,1966.15,1971.2,1962.95,9189,18030781.7,15-DEC-2022,2289,INE449A01011
164,AUTOIND,Autoline Industries Limited,EQ,31-JAN-2007,10,1,INE718H01014,10,EQ,82.0,82.45,80.35,80.75,80.6,82.2,110420,8963313.7,15-DEC-2022,1175,INE718H01014
165,AVADHSUGAR,Avadh Sugar & Energy Limited,EQ,28-JUL-2017,10,1,INE349W01017,10,EQ,524.7,534.6,516.05,519.15,516.05,521.45,33668,17697913.2,15-DEC-2022,2336,INE349W01017
166,AVANTIFEED,Avanti Feeds Limited,EQ,15-APR-2015,1,1,INE871C01038,1,EQ,400.95,403.8,397.0,400.0,401.5,400.4,162305,64976743.65,15-DEC-2022,6018,INE871C01038
167,AVROIND,AVRO INDIA LIMITED,EQ,07-APR-2022,10,1,INE652Z01017,10,EQ,108.0,111.8,108.0,109.85,110.5,109.55,13992,1533892.4,15-DEC-2022,292,INE652Z01017
168,AVTNPL,AVT Natural Products Limited,EQ,10-JAN-2007,1,1,INE488D01021,1,EQ,114.75,115.8,111.75,112.45,112.15,114.75,142347,16163314.45,15-DEC-2022,3459,INE488D01021
169,AWHCL,Antony Waste Handling Cell Limited,EQ,01-JAN-2021,5,1,INE01BK01022,5,EQ,313.8,319.8,309.9,314.75,315.95,311.05,60155,18993254.0,15-DEC-2022,3649,INE01BK01022
170,AWL,Adani Wilmar Limited,EQ,08-FEB-2022,1,1,INE699H01024,1,EQ,645.95,653.95,640.0,641.65,642.5,646.65,1482082,957394722.3,15-DEC-2022,25710,INE699H01024
171,AXISBANK,Axis Bank Limited,EQ,16-NOV-1998,2,1,INE238A01034,2,EQ,939.75,944.95,932.6,938.15,934.35,942.4,7359261,6917660944.35,15-DEC-2022,133654,INE238A01034
172,AXISCADES,AXISCADES Technologies Limited,EQ,21-DEC-2000,5,1,INE555B01013,5,EQ,283.0,287.75,273.2,274.6,274.5,282.1,38077,10656702.0,15-DEC-2022,2131,INE555B01013
173,AXITA,Axita Cotton Limited,EQ,21-JUN-2022,1,1,INE02EZ01022,1,EQ,50.2,51.0,48.0,48.6,48.5,49.9,209760,10391110.35,15-DEC-2022,2261,INE02EZ01022
174,AYMSYNTEX,AYM Syntex Limited,EQ,14-AUG-2015,10,1,INE193B01039,10,EQ,75.0,76.5,74.25,74.65,74.25,75.55,19195,1439203.85,15-DEC-2022,330,INE193B01039
175,BAFNAPH,Bafna Pharmaceuticals Limited,BE,27-FEB-2020,10,1,INE878I01022,10,BE,99.0,103.0,97.95,102.5,102.45,101.85,268,27103.85,15-DEC-2022,10,INE878I01022
176,BAGFILMS,B.A.G Films and Media Limited,EQ,17-OCT-2003,2,1,INE116D01028,2,EQ,5.15,5.15,5.05,5.05,5.15,5.1,37125,189608.15,15-DEC-2022,139,INE116D01028
177,BAJAJ-AUTO,Bajaj Auto Limited,EQ,26-MAY-2008,10,1,INE917I01010,10,EQ,3635.0,3656.0,3610.0,3619.3,3616.0,3652.05,161541,587565306.65,15-DEC-2022,14705,INE917I01010
178,BAJAJCON,Bajaj Consumer Care Limited,EQ,18-AUG-2010,1,1,INE933K01021,1,EQ,176.55,177.55,173.0,173.9,174.0,175.75,393915,69250274.7,15-DEC-2022,8772,INE933K01021
179,BAJAJELEC,Bajaj Electricals Limited,EQ,02-NOV-2007,2,1,INE193E01025,2,EQ,1145.0,1169.0,1142.45,1163.25,1161.0,1142.8,86965,100671141.4,15-DEC-2022,7886,INE193E01025
180,BAJAJFINSV,Bajaj Finserv Limited,EQ,26-MAY-2008,1,1,INE918I01026,1,EQ,1620.0,1631.7,1600.0,1604.9,1601.15,1623.05,1041690,1684240561.95,15-DEC-2022,45475,INE918I01026
181,BAJAJHCARE,Bajaj Healthcare Limited,EQ,25-NOV-2021,5,1,INE411U01027,5,EQ,439.1,446.8,425.0,431.75,434.0,435.65,118846,52015430.15,15-DEC-2022,4533,INE411U01027
182,BAJAJHIND,Bajaj Hindusthan Sugar Limited,EQ,10-MAY-1995,1,1,INE306A01021,1,EQ,15.75,16.3,15.5,15.6,15.7,15.7,12531074,199080770.9,15-DEC-2022,15569,INE306A01021
183,BAJAJHLDNG,Bajaj Holdings & Investment Limited,EQ,15-MAR-1995,10,1,INE118A01012,10,EQ,6220.05,6269.1,6120.2,6161.8,6147.0,6247.5,42805,266190373.65,15-DEC-2022,7117,INE118A01012
184,BAJFINANCE,Bajaj Finance Limited,EQ,01-APR-2003,2,1,INE296A01024,2,EQ,6632.0,6714.0,6604.0,6625.4,6610.0,6655.2,857706,5715328963.7,15-DEC-2022,75641,INE296A01024
185,BALAJITELE,Balaji Telefilms Limited,EQ,22-NOV-2000,2,1,INE794B01026,2,EQ,49.45,50.9,47.95,48.55,48.55,49.35,269729,13418429.85,15-DEC-2022,2187,INE794B01026
186,BALAMINES,Balaji Amines Limited,EQ,05-APR-2007,2,1,INE050E01027,2,EQ,2862.0,2873.2,2795.1,2811.6,2817.45,2860.5,45085,127960890.25,15-DEC-2022,7149,INE050E01027
187,BALAXI,BALAXI PHARMACEUTICALS LIMITED,EQ,30-NOV-2015,10,1,INE618N01014,10,EQ,638.0,640.35,608.05,640.35,640.35,609.9,13608,8626679.3,15-DEC-2022,643,INE618N01014
188,BALKRISHNA,Balkrishna Paper Mills Limited,EQ,28-JUL-2015,10,1,INE875R01011,10,EQ,30.35,30.8,30.0,30.15,30.0,30.2,12266,372444.55,15-DEC-2022,177,INE875R01011
189,BALKRISIND,Balkrishna Industries Limited,EQ,27-JAN-2006,2,1,INE787D01026,2,EQ,2142.85,2162.95,2120.0,2147.8,2135.55,2148.1,440013,943878001.0,15-DEC-2022,30758,INE787D01026
190,BALLARPUR,Ballarpur Industries Limited,BZ,31-MAR-2008,2,1,INE294A01037,2,BZ,1.15,1.2,1.1,1.15,1.1,1.15,1273690,1474020.55,15-DEC-2022,213,INE294A01037
191,BALMLAWRIE,Balmer Lawrie & Company Limited,EQ,06-JUL-1995,10,1,INE164A01016,10,EQ,125.1,129.8,124.05,126.5,125.55,124.45,824498,104969855.85,15-DEC-2022,9574,INE164A01016
192,BALPHARMA,Bal Pharma Limited,EQ,08-MAY-2006,10,1,INE083D01012,10,EQ,87.7,88.75,87.7,87.9,87.7,88.2,5769,508995.55,15-DEC-2022,187,INE083D01012
193,BALRAMCHIN,Balrampur Chini Mills Limited,EQ,08-FEB-1995,1,1,INE119A01028,1,EQ,383.95,387.0,381.1,385.6,384.45,382.4,2316144,892145262.55,15-DEC-2022,29709,INE119A01028
194,BANARBEADS,Banaras Beads Limited,EQ,07-JUL-1995,10,1,INE655B01011,10,EQ,84.5,84.5,82.85,83.5,83.5,83.85,8246,691285.1,15-DEC-2022,176,INE655B01011
195,BANARISUG,Bannari Amman Sugars Limited,EQ,28-MAY-2003,10,1,INE459A01010,10,EQ,2872.15,2903.95,2825.0,2838.05,2850.0,2872.5,454,1295423.35,15-DEC-2022,230,INE459A01010
196,BANCOINDIA,Banco Products (I) Limited,EQ,22-DEC-2006,2,1,INE213C01025,2,EQ,202.8,203.7,200.65,201.25,201.0,202.25,40418,8169540.45,15-DEC-2022,1978,INE213C01025
197,BANDHANBNK,Bandhan Bank Limited,EQ,27-MAR-2018,10,1,INE545U01014,10,EQ,251.3,254.7,249.8,251.05,250.25,251.35,5929592,1494310623.75,15-DEC-2022,50684,INE545U01014
198,BANG,Bang Overseas Limited,EQ,20-FEB-2008,10,1,INE863I01016,10,EQ,46.9,47.0,45.55,46.05,46.4,46.15,22450,1037358.75,15-DEC-2022,307,INE863I01016
199,BANKA,Banka BioLoo Limited,EQ,29-OCT-2020,10,1,INE862Y01015,10,EQ,80.5,82.75,80.0,80.15,80.0,80.5,9153,746125.85,15-DEC-2022,258,INE862Y01015
200,BANKBARODA,Bank of Baroda,EQ,19-FEB-1997,2,1,INE028A01039,2,EQ,191.55,193.2,183.8,184.55,184.35,191.65,41881637,7847933326.0,15-DEC-2022,168980,INE028A01039
201,BANKINDIA,Bank of India,EQ,30-APR-1997,10,1,INE084A01016,10,EQ,99.8,103.5,94.0,94.45,94.35,99.55,54070468,5311679002.45,15-DEC-2022,153886,INE084A01016
202,BANSWRAS,Banswara Syntex Limited,EQ,11-APR-2007,5,1,INE629D01020,5,EQ,128.9,131.15,124.6,126.8,129.2,128.65,87208,11206507.4,15-DEC-2022,3008,INE629D01020
203,BARBEQUE,Barbeque Nation Hospitality Limited,EQ,07-APR-2021,5,1,INE382M01027,5,EQ,1032.5,1041.5,1021.0,1023.1,1024.0,1026.55,16151,16619340.25,15-DEC-2022,2608,INE382M01027
204,BASF,BASF India Limited,EQ,17-MAY-1995,10,1,INE373A01013,10,EQ,2720.0,2725.0,2679.0,2692.75,2685.0,2707.3,7621,20617134.95,15-DEC-2022,1474,INE373A01013
205,BASML,Bannari Amman Spinning Mills Limited,EQ,14-NOV-2005,5,1,INE186H01022,5,EQ,57.7,58.3,56.7,57.5,57.65,57.7,153503,8838482.65,15-DEC-2022,1224,INE186H01022
206,BATAINDIA,Bata India Limited,EQ,18-JUN-2003,5,1,INE176A01028,5,EQ,1684.9,1691.85,1640.15,1646.45,1640.15,1686.0,386619,643513626.4,15-DEC-2022,18481,INE176A01028
207,BAYERCROP,Bayer Cropscience Limited,EQ,08-JAN-2010,10,1,INE462A01022,10,EQ,4679.3,4715.95,4645.0,4651.4,4659.95,4679.55,4474,20886190.1,15-DEC-2022,1636,INE462A01022
208,BBL,Bharat Bijlee Limited,EQ,21-NOV-2006,10,1,INE464A01028,10,EQ,2515.0,2536.45,2430.0,2463.95,2465.0,2503.75,16015,39657382.5,15-DEC-2022,3315,INE464A01028
209,BBOX,Black Box Limited,EQ,22-JUL-2003,2,1,INE676A01027,2,EQ,142.4,142.9,139.2,141.85,141.8,140.35,16393,2304812.15,15-DEC-2022,1036,INE676A01027
210,BBTC,Bombay Burmah Trading Corporation Limited,EQ,03-APR-1996,2,1,INE050A01025,2,EQ,985.85,1005.9,973.0,977.85,983.6,980.1,72351,71525341.05,15-DEC-2022,4999,INE050A01025
211,BBTCL,B&B Triplewall Containers Limited,EQ,23-NOV-2022,10,1,INE01EE01011,10,EQ,268.0,268.5,256.15,264.3,265.85,260.0,16968,4422380.5,15-DEC-2022,2514,INE01EE01011
212,BCG,Brightcom Group Limited,EQ,08-MAY-2015,2,1,INE425B01027,2,EQ,33.5,33.95,32.95,33.25,33.0,33.5,9032891,301738632.75,15-DEC-2022,16982,INE425B01027
213,BCLIND,Bcl Industries Limited,EQ,04-MAR-2021,10,1,INE412G01016,10,EQ,391.95,394.4,384.05,385.8,386.45,391.45,49176,19147635.95,15-DEC-2022,1959,INE412G01016
214,BCONCEPTS,Brand Concepts Limited,BE,11-JAN-2022,10,1,INE977Y01011,10,BE,281.7,281.7,265.0,266.0,266.0,271.5,3560,949541.35,15-DEC-2022,133,INE977Y01011
215,BCP,B.C. Power Controls Ltd,EQ,19-AUG-2019,2,1,INE905P01028,2,EQ,5.0,5.1,5.0,5.05,5.05,5.05,295793,1491127.6,15-DEC-2022,354,INE905P01028
216,BDL,Bharat Dynamics Limited,EQ,23-MAR-2018,10,1,INE171Z01018,10,EQ,950.0,956.0,935.25,939.95,935.25,949.85,351680,332603672.1,15-DEC-2022,14818,INE171Z01018
217,BEARDSELL,Beardsell Limited,EQ,13-JAN-2015,2,1,INE520H01022,2,EQ,26.2,26.5,24.5,24.9,24.5,26.2,211490,5398828.5,15-DEC-2022,1354,INE520H01022
218,BECTORFOOD,Mrs. Bectors Food Specialities Limited,EQ,24-DEC-2020,10,1,INE495P01012,10,EQ,440.25,451.85,440.25,448.9,447.0,442.4,332891,148946358.8,15-DEC-2022,15221,INE495P01012
219,BEDMUTHA,Bedmutha Industries Limited,EQ,14-OCT-2010,10,1,INE844K01012,10,EQ,57.1,58.9,56.1,56.8,57.85,57.45,18349,1058362.8,15-DEC-2022,378,INE844K01012
220,BEL,Bharat Electronics Limited,EQ,19-JUL-2000,1,1,INE263A01024,1,EQ,105.25,105.65,102.75,103.25,103.2,105.45,10186774,1059480119.65,15-DEC-2022,54270,INE263A01024
221,BEML,BEML Limited,EQ,05-NOV-2003,10,1,INE258A01016,10,EQ,1488.0,1514.0,1478.05,1493.15,1490.6,1483.05,79917,119927437.9,15-DEC-2022,7994,INE258A01016
222,BEPL,Bhansali Engineering Polymers Limited,EQ,21-MAR-2005,1,1,INE922A01025,1,EQ,112.55,114.25,112.45,113.05,112.8,112.35,97499,11038747.05,15-DEC-2022,2102,INE922A01025
223,BERGEPAINT,Berger Paints (I) Limited,EQ,24-NOV-1999,1,1,INE463A01038,1,EQ,608.0,611.35,603.2,605.45,606.7,608.45,444727,269892210.75,15-DEC-2022,19828,INE463A01038
224,BESTAGRO,Best Agrolife Limited,EQ,22-FEB-2021,10,1,INE052T01013,10,EQ,1607.1,1637.0,1582.0,1590.15,1589.95,1600.35,89645,144384811.75,15-DEC-2022,6589,INE052T01013
225,BFINVEST,BF Investment Limited,EQ,14-JAN-2011,5,1,INE878K01010,5,EQ,293.85,296.0,288.0,289.65,291.5,293.2,15499,4530931.7,15-DEC-2022,848,INE878K01010
226,BFUTILITIE,BF Utilities Limited,EQ,03-MAY-2007,5,1,INE243D01012,5,EQ,403.65,406.0,394.1,396.9,397.5,404.2,182954,73195869.15,15-DEC-2022,6777,INE243D01012
227,BGRENERGY,BGR Energy Systems Limited,EQ,03-JAN-2008,10,1,INE661I01014,10,EQ,76.55,77.85,72.7,73.25,73.0,76.45,723402,54482857.3,15-DEC-2022,7371,INE661I01014
228,BHAGCHEM,Bhagiradha Chemicals & Industries Limited,EQ,18-OCT-2021,10,1,INE414D01019,10,EQ,1376.0,1399.95,1376.0,1397.45,1399.9,1377.35,4460,6214032.5,15-DEC-2022,483,INE414D01019
229,BHAGERIA,Bhageria Industries Limited,EQ,02-MAR-2016,5,1,INE354C01027,5,EQ,169.5,170.35,165.1,167.4,168.8,168.8,13222,2227373.15,15-DEC-2022,635,INE354C01027
230,BHAGYANGR,Bhagyanagar India Limited,EQ,17-MAY-2017,2,1,INE458B01036,2,EQ,47.8,49.0,46.5,48.0,47.25,46.95,47859,2298934.35,15-DEC-2022,769,INE458B01036
231,BHANDARI,Bhandari Hosiery Exports Limited,EQ,30-JAN-2017,1,1,INE474E01029,1,EQ,6.45,6.55,6.1,6.15,6.15,6.3,824883,5134445.85,15-DEC-2022,1077,INE474E01029
232,BHARATFORG,Bharat Forge Limited,EQ,04-APR-2003,2,1,INE465A01025,2,EQ,910.1,919.45,892.55,899.25,892.65,908.65,2009684,1822459243.55,15-DEC-2022,47203,INE465A01025
233,BHARATGEAR,Bharat Gears Limited,EQ,03-APR-1996,10,1,INE561C01019,10,EQ,134.05,135.9,133.3,134.05,134.8,134.05,39689,5356700.65,15-DEC-2022,1092,INE561C01019
234,BHARATRAS,Bharat Rasayan Limited,EQ,11-OCT-1995,10,1,INE838B01013,10,EQ,10043.1,10100.85,9999.0,10008.85,10000.0,10019.65,794,7977795.4,15-DEC-2022,318,INE838B01013
235,BHARATWIRE,Bharat Wire Ropes Limited,EQ,01-APR-2016,10,1,INE316L01019,10,EQ,109.45,110.5,107.15,107.85,108.0,109.6,74125,8065943.65,15-DEC-2022,1928,INE316L01019
236,BHARTIARTL,Bharti Airtel Limited,EQ,15-FEB-2002,5,1,INE397D01024,5,EQ,829.0,831.0,824.35,826.35,825.85,829.2,2996482,2476920967.15,15-DEC-2022,112313,INE397D01024
237,BHEL,Bharat Heavy Electricals Limited,EQ,11-NOV-2003,2,1,INE257A01026,2,EQ,85.75,87.1,83.5,83.95,84.0,85.6,15595022,1332310102.35,15-DEC-2022,38792,INE257A01026
238,BIGBLOC,Bigbloc Construction Limited,EQ,02-SEP-2016,2,1,INE412U01025,2,EQ,148.95,148.95,144.0,145.35,145.2,145.85,23795,3495451.0,15-DEC-2022,589,INE412U01025
239,BIKAJI,Bikaji Foods International Limited,EQ,16-NOV-2022,1,1,INE00E101023,1,EQ,388.7,397.95,385.05,387.45,386.05,390.25,432752,169350102.45,15-DEC-2022,10410,INE00E101023
240,BIL,Bhartiya International Limited,EQ,12-APR-2000,10,1,INE828A01016,10,EQ,216.35,224.55,215.3,216.3,216.05,216.3,3447,749229.35,15-DEC-2022,498,INE828A01016
241,BINDALAGRO,Oswal Chemicals & Fertilizers Limited,EQ,28-AUG-1996,10,1,INE143A01010,10,EQ,28.0,29.8,27.7,28.6,28.5,27.75,1510978,43497478.65,15-DEC-2022,8810,INE143A01010
242,BIOCON,Biocon Limited,EQ,07-APR-2004,5,1,INE376G01013,5,EQ,272.45,273.8,269.0,270.3,270.0,271.45,1793894,486260405.1,15-DEC-2022,26453,INE376G01013
243,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,EQ,12-JUN-1996,10,1,INE829A01014,10,EQ,53.0,53.3,51.8,53.0,53.2,53.15,26292,1383742.15,15-DEC-2022,599,INE829A01014
244,BIRLACABLE,Birla Cable Limited,EQ,06-DEC-1995,10,1,INE800A01015,10,EQ,150.7,152.75,148.35,149.75,150.0,150.15,93553,14105957.4,15-DEC-2022,3272,INE800A01015
245,BIRLACORPN,Birla Corporation Limited,EQ,12-APR-1995,10,1,INE340A01012,10,EQ,1055.0,1095.5,1050.05,1066.2,1059.0,1061.15,505846,546764004.35,15-DEC-2022,20821,INE340A01012
246,BIRLAMONEY,Aditya Birla Money Limited,EQ,07-FEB-2008,1,1,INE865C01022,1,EQ,62.4,67.4,62.0,63.9,64.0,62.4,406685,26376130.65,15-DEC-2022,3668,INE865C01022
247,BKMINDST,Bkm Industries Limited,BZ,30-MAR-2015,1,1,INE831Q01016,1,BZ,1.2,1.3,1.2,1.25,1.25,1.25,8689,10854.85,15-DEC-2022,23,INE831Q01016
248,BLBLIMITED,BLB Limited,EQ,31-MAY-2000,1,1,INE791A01024,1,EQ,24.1,24.45,22.2,22.85,22.95,24.4,120623,2846993.4,15-DEC-2022,885,INE791A01024
249,BLISSGVS,Bliss GVS Pharma Limited,EQ,26-JUL-2010,1,1,INE416D01022,1,EQ,74.9,74.9,72.8,73.0,72.95,74.1,70196,5157937.05,15-DEC-2022,1010,INE416D01022
250,BLKASHYAP,B. L. Kashyap and Sons Limited,EQ,17-MAR-2006,1,1,INE350H01032,1,EQ,35.0,35.0,32.75,33.05,32.95,34.5,335741,11343265.7,15-DEC-2022,1674,INE350H01032
251,BLS,BLS International Services Limited,EQ,14-JUN-2016,1,1,INE153T01027,1,EQ,201.95,202.4,193.95,195.5,198.8,202.15,2918367,572933851.4,15-DEC-2022,43510,INE153T01027
252,BLUEDART,Blue Dart Express Limited,EQ,12-DEC-2002,10,1,INE233B01017,10,EQ,7483.1,7540.0,7455.0,7499.65,7465.1,7483.1,5982,44871502.65,15-DEC-2022,2298,INE233B01017
253,BLUESTARCO,Blue Star Limited,EQ,15-JUN-2000,2,1,INE472A01039,2,EQ,1268.0,1268.9,1232.05,1253.1,1255.95,1276.65,79298,98881581.5,15-DEC-2022,9757,INE472A01039
254,BODALCHEM,Bodal Chemicals Limited,EQ,22-AUG-2011,2,1,INE338D01028,2,EQ,80.4,82.35,80.25,80.7,80.85,80.25,664045,54175387.05,15-DEC-2022,4821,INE338D01028
255,BOHRAIND,Bohra Industries Limited,BE,27-OCT-2022,10,1,INE802W01023,10,BE,145.5,151.95,145.5,149.95,149.95,145.5,288,42079.3,15-DEC-2022,19,INE802W01023
256,BOMDYEING,Bombay Dyeing & Mfg Company Limited,EQ,26-APR-1995,2,1,INE032A01023,2,EQ,84.85,84.95,82.75,83.2,83.05,84.95,939785,78609552.25,15-DEC-2022,5331,INE032A01023
257,BOROLTD,Borosil Limited,EQ,22-JUL-2020,1,1,INE02PY01013,1,EQ,409.3,414.0,404.45,405.3,406.5,408.55,80062,32732842.75,15-DEC-2022,4442,INE02PY01013
